crash_record_id,crash_date,posted_speed_limit,traffic_control_device,device_condition,weather_condition,lighting_condition,first_crash_type,trafficway_type,alignment,roadway_surface_cond,road_defect,report_type,crash_type,damage,date_police_notified,prim_contributory_cause,sec_contributory_cause,street_no,street_direction,street_name,beat_of_occurrence,num_units,most_severe_injury,injuries_total,injuries_fatal,injuries_incapacitating,injuries_non_incapacitating,injuries_reported_not_evident,injuries_no_indication,injuries_unknown,crash_hour,crash_day_of_week,crash_month,latitude,longitude,location,speed_limit
6ee890179b943444f8bae1f1433f207ff7bfcc62dcfcda75bd4f08d42d4970de53ed7990dbc980b869fe83e85fcbdcd34f23f412387da174821d59ac75cd939f,2025/3/3 13:30,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-03T14:20:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4627,W,DIVERSEY AVE,2521,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,2,3,41.93146944,-87.74301063,POINT (-87.743010632008 41.931469437179),10
c25ea5943eee8b2699b662772aede8b16d36918bd041046dcee06303616de17b5a991c2cc80c98eaacd01a379d9b9b7fef30c1d32ef81a26a995eeefb635b3b9,2025/3/3 13:30,30,UNKNOWN,UNKNOWN,CLOUDY/OVERCAST,DAYLIGHT,FIXED OBJECT,PARKING LOT,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-03T15:00:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,710,W,SCHILLER ST,1822,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,13,2,3,41.90758484,-87.64659614,POINT (-87.646596137174 41.90758484098),30
3e6420e84dec20ceb8463948011181dd350c9038e3f80ae25881010b0c1ab87ce162751f6420e857afb47b999760b977d43077c9ed38e52fc4e21e7b21a8e16f,2025/3/3 13:28,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-03-03T13:35:00.000,IMPROPER LANE USAGE,UNABLE TO DETERMINE,9613,S,WESTERN AVE,2213,3,INCAPACITATING INJURY,1,0,1,0,0,1,0,13,2,3,41.71868264,-87.68184758,POINT (-87.681847581412 41.718682639318),30
9212aa144d7cb68b4d3666b7080d99f902e431f1ea14dfa8d77c9776141cc8ca6d10fe6098eeca28839f094eb210fceed6f22c5afe3d57a5daba48af96d30145,2025/3/3 13:20,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-03-03T13:35:00.000,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,6010,S,PULASKI RD,813,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,13,2,3,41.78379309,-87.72305288,POINT (-87.723052878035 41.783793092785),35
c472569e2311995640f2aa99278ec93c25994b41bd0841a6eff4f11a5f568678ace178f7b163263c33401f7fcba6966b0a20462529e6e9f17c0f8ecd26e0aba0,2025/3/3 13:20,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-03T16:15:00.000,IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,759,N,CICERO AVE,1111,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,2,3,41.89495909,-87.7456589,POINT (-87.74565889869 41.894959093611),30
f8c70b617f431249da9dafc27635a1ad5f2f7be71ee61c0162eb7bb9acb55a9e4d292bf5d5da469d3da52aded1c3b20512255c87df1e1120113bbb1019a397de,2025/3/3 13:20,20,OTHER,OTHER,CLEAR,DAYLIGHT,REAR END,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-03-04T12:35:00.000,NOT APPLICABLE,NOT APPLICABLE,7342,W,FOSTER AVE,1613,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,2,3,41.97454295,-87.81134688,POINT (-87.811346884218 41.974542947709),20
4d41f9e9786f2c78958bcc389d43a211ba838ac22f03764504b9210274347e66905983d780a9bec112186204af3b7fd93dd5753f0ea6fca120c16b6884d1ea94,2025/3/3 13:10,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-03T14:21:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,1600,N,LOREL AVE,2532,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,2,3,41.90954418,-87.75948021,POINT (-87.759480213814 41.909544180568),30
a2bfba98563d4e0dde09c199564b40f869e71ee85d8eb845e6521466c335dda94f62eb9c2884558e6fcaf1333e55ee5301c6de54287f666bb5e2ff65f19d9048,2025/3/3 13:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,"$501 - $1,500",2025-03-03T13:25:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,58,S,GREEN ST,1232,2,"REPORTED, NOT EVIDENT",3,0,0,0,3,1,0,13,2,3,41.8805342,-87.64864063,POINT (-87.648640631554 41.880534203716),30
173ac5a6a2fd34205dd2506c9181dee618ab427cb14eabc39630e631aec96cb320ffdc92bfa92521ce12af4f338d2b6e86f73a9214be5fbdb6079a1670009bd7,2025/3/3 12:55,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-03-03T12:56:00.000,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1431,N,WESTERN AVE,1424,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,12,2,3,41.90760945,-87.68700187,POINT (-87.687001873085 41.907609446035),30
fbe7cd47205f5041f3d39b028a94adcd7e9def11b52af66b1abbe756ab9248d34d77140a977c26c8f45883cc83a5672dc6a3f55c2079c1c28ec67e3136eafe8e,2025/3/3 12:42,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-03-03T13:11:00.000,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,3700,W,ADDISON ST,1732,4,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,12,2,3,41.94657906,-87.72018626,POINT (-87.720186259046 41.946579056193),30
c409ede62dfc59eb092da38b97acc0818656f3c806732ecd3fff999a3ddb575ae76b2c5dfad50861a3835a7b3bca08587f817b4c899b7fa4d3c25befa04a4280,2025/3/3 12:30,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,OTHER OBJECT,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,$500 OR LESS,2025-03-03T12:37:00.000,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4401,N,PULASKI RD,1723,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,2,3,41.96102838,-87.72768339,POINT (-87.72768339047 41.961028380381),15
f70d9a744a34093d9e18327af43b566ebb3c7d838085ef855ad288cf3f00db10f3725581485dbce71fe8a13c80cb04b1debf53741f1dae0ee042202552f91885,2025/3/3 12:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,$500 OR LESS,2025-03-03T15:44:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,8517,S,COTTAGE GROVE AVE,632,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,2,3,41.73973348,-87.60476326,POINT (-87.60476326468 41.739733475996),30
ae93b980f97621ac8ec254cd27978b28e81730aa087460933a79e0663ed564cf9ae62d00a2c6a6d647842eee7352b172c6d206ac83e48b866f391a9d1bc4c4f2,2025/3/3 12:23,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,TURNING,UNKNOWN INTERSECTION TYPE,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-03T12:26:00.000,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER OVERTAKING/PASSING,7101,S,STONY ISLAND AVE,324,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,2,3,41.76593686,-87.58577242,POINT (-87.585772423353 41.765936858728),30
9dcf5c5df917ebd4f34ea6a05f79e91e33017ceb6a20e4ed4abcd197cfb7e48569af91de52db9c53c791fddb7034e3ed5ea6169786896cf22418e80d5ef74d99,2025/3/3 12:19,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-03-03T18:30:00.000,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER LANE USAGE,330,W,ONTARIO ST,1831,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,12,2,3,41.89325671,-87.6370078,POINT (-87.637007797127 41.893256711085),30
7953a26859a111ba307cab8b25f65ef85a2a70307809d49d0200e1aa6d9c3d7c5f35341bf5917d219258b1f626b23d9f6cd5f218bb875840418671f1e14f09d2,2025/3/3 12:18,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-03-03T12:19:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4539,S,GREENWOOD AVE,222,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,2,3,41.81209287,-87.59917092,POINT (-87.599170924709 41.812092865891),30
29174e4b898ef40cf6ad9436cffee25f597bad0a3359fa6fb0ba5c0ef643683e8e9f651c479a5daa8afea1c870935a00dddfe00774b59c6b8d05d9befe6c5faf,2025/3/3 12:16,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-03-03T12:39:00.000,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,10100,S,WENTWORTH AVE,511,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,12,2,3,41.71065777,-87.62855066,POINT (-87.628550656079 41.710657765652),30
03bb7ee07ef79f816ebc36e4eb01add9ebf1c71660103a8066c71cf242aa5555218bae0a7279d2690d387fc2f09c99ecc3fa341e68893e8572d44799157ff181,2025/3/3 12:13,30,PEDESTRIAN CROSSING SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,$500 OR LESS,2025-03-03T12:14:00.000,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,6301,N,WESTERN AVE,2413,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,12,2,3,41.99600502,-87.68967943,POINT (-87.689679426296 41.996005015496),30
cac6572b3fec5301efee31a6f683ef2d918d2b37545fb7c079dea17a1084df13a49fd0c63761a689c0a8dd5d7de2bb2d8dffcabe630ed93f50f027b20e424f02,2025/3/3 12:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-03T12:15:00.000,FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2301,W,LELAND AVE,1911,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,2,3,41.96670301,-87.68752121,POINT (-87.687521214535 41.966703013721),30
23f5181c2ea76837fe7916be2cf0cf3dc21b003371e43768f4ef358e4bce27bb824ee3a524194bbdb9b2334d589fc6fde31110e6c9c498f304bb971373ba6041,2025/3/3 11:59,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-03T12:00:00.000,DISTRACTION - FROM INSIDE VEHICLE,ANIMAL,6118,S,MELVINA AVE,812,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,11,2,3,41.7808307,-87.77663982,POINT (-87.776639815008 41.7808306958),30
bc6548fa83d89c0e5c44b28bbaa3ca1d1ed121b6b7e96188454df0df8b3eff843a49d0ab46f32a3cd615de5ab41896570b833d54354a1d4baea6d9d7e74aedfb,2025/3/3 11:59,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-03-03T12:00:00.000,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,6659,S,HALSTED ST,723,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,11,2,3,41.77252037,-87.64445166,POINT (-87.644451656216 41.772520370551),30
fe66246874643e506445da746db1ae1cecc0160e388fe56e7801c04407d837fd7e446480a7835e68c5208cbdcb5782730ee371db2bcbfab71fe0c695abba4558,2025/3/3 11:55,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-03-03T12:00:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1599,W,CONGRESS PKWY,1231,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,11,2,3,41.87506807,-87.6665942,POINT (-87.666594200293 41.875068066522),30
d51d8be71010dfd2615816f34431571103a04eeccce9094a23e3c04a2f88542fccc70827fca547b4ee0c6e9961df98907034def9a127bfdae75e74d9c929e24b,2025/3/3 11:54,30,UNKNOWN,UNKNOWN,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-03T13:30:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,616,N,RUSH ST,1834,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,2,3,41.89313081,-87.62555906,POINT (-87.625559064282 41.893130810873),30
73fd51a9e74f1fd2f28fb8fc3bbb7e73d1f5ee1cfeb1f552ea840d065ce85ca2d7a2e29fbb60edee8d09d4e44e02d60b00bad14273bf011ed58beddbdecc4bbf,2025/3/3 11:50,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-03T12:59:00.000,FOLLOWING TOO CLOSELY,FAILING TO REDUCE SPEED TO AVOID CRASH,2640,W,GRANVILLE AVE,2413,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,2,3,41.99412609,-87.69631828,POINT (-87.696318282034 41.994126087162),25
adb9373a6286ffc73bc51c3262a4aac2add60782ed22cd7237dce83fde15fedea7afce1e4951f9e93369ee8792bfc5c40868062643de05c94816a3b2abffa66d,2025/3/3 11:43,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-03-03T13:34:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2401,W,OGDEN AVE,1023,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,11,2,3,41.86464673,-87.68600251,POINT (-87.686002512195 41.864646729616),25
49d91334c07a2f961992c5bd8283e2505bf285724a001870260604ec8dc5eae6e3d9b32310e5257b4c78418e121b214c3eb98193dcff09ae3b13f93fbc60bb11,2025/3/3 11:30,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-03T13:10:00.000,FOLLOWING TOO CLOSELY,IMPROPER OVERTAKING/PASSING,1035,N,RUSH ST,1824,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,2,3,41.90179029,-87.62784277,POINT (-87.62784276946 41.901790291567),20
de65e03295aaacf16f11729c4f648a97963492a074da08730cfdddb3c4cc311a071164568389355425e45d11642d857acabae344a0e995a0e9c4f5487272ee97,2025/3/3 11:30,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,OTHER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-03T12:20:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,2100,W,PRATT BLVD,2411,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,2,3,42.00525015,-87.68392417,POINT (-87.683924170103 42.005250146833),25
15684a7d7300f826926586e55ecd3060392ae532489194dbe13e0a3eaf74ef56e2bc38f0e66d7715fcc6b89e8ee9b2b5164ddb05a43a929de6875ba9911b6e79,2025/3/3 11:25,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT REPORTED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-03T12:30:00.000,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,3600,N,KILPATRICK AVE,1731,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,2,3,41.94620279,-87.74468314,POINT (-87.744683142672 41.946202791686),30
8882e10d8853a72d970dc54696c4a14544f161fa7ab3d6efa2957889ed66c01a678c00d6984ff48292acfd1cadb3aa14f6ead680b75e9e2f957b6689eb495ced,2025/3/3 11:25,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-03-03T11:30:00.000,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,6400,N,RIDGE BLVD,2412,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,11,2,3,41.99801926,-87.67701946,POINT (-87.677019460109 41.998019258165),25
28b89124924bdc2f2f17cb6854859ffa8bfc7388687852d472fce44ec50ef7367b77fc63146ba1edaeb0475638d95107cc8dcaf5ca5136e5806217b984549710,2025/3/3 11:15,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-03-03T11:20:00.000,UNABLE TO DETERMINE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,5601,S,KEDZIE AVE,824,3,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,11,2,3,41.79160987,-87.7033556,POINT (-87.703355598231 41.791609871969),35
2851176038bbf037e0ec987ac8d7f8d4e62fa22206bb1784a702d3861342c20f9931f3147cb9282d03d9d96c9e7cf3cff66e627215ce42f068bb4d4d2ec20d99,2025/3/3 11:09,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-03T16:21:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,1832,W,MONTROSE AVE,1912,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,2,3,41.96160692,-87.6758913,POINT (-87.67589129717 41.961606918582),30
247644590fbb740c3eaf1a305b4f207f342430eedb272b4725f2b318aaa366f7a5220b07ded2c17c8fde562cb8527eb9ab5dd023f5383b446a6e31a552ca9df6,2025/3/3 11:05,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SIDESWIPE SAME DIRECTION,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,$500 OR LESS,2025-03-03T14:16:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7200,N,SHERIDAN RD,2423,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,2,3,42.01284733,-87.66361978,POINT (-87.663619777525 42.012847332398),30
0e1883ace889b529fa83b952d5167439324b0769b9098e3472dfa555d4ac629d10c670accc4d75d964ee40a6e5718f0ee328406f73550bc0b06c35bee2466214,2025/3/3 11:01,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-03-03T11:06:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,5729,N,NAGLE AVE,1622,3,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,11,2,3,41.98566647,-87.78753398,POINT (-87.787533983346 41.985666471716),30
608a5955e47d452dfbc0f208a87f49da98e150604c7791daca678f82d96c877c0a7995aa322caf070be5b013a06b845f778a2db2f545d9e46f2c6fc4d0d09a2f,2025/3/3 11:01,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-03T11:05:00.000,NOT APPLICABLE,NOT APPLICABLE,8448,S,SOUTH CHICAGO AVE,412,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,11,2,3,41.74151083,-87.57190538,POINT (-87.571905381971 41.741510830811),30
229b8d6f353661056fee522ec5dc73e00a197eca55e224fe6cbccaaf8c4db9433c366e6c0aab8466fe10816791d81b3d04b8819fa67faaf77ed1361ab613f446,2025/3/3 11:00,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SIDESWIPE SAME DIRECTION,UNKNOWN,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,$500 OR LESS,2025-03-03T15:32:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,50,W,BURTON PL,1824,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,2,3,41.90955742,-87.63071958,POINT (-87.630719584114 41.909557415605),30
a3740bacbc7aef076021f078293cf288c62032ab37c10302fb6f29860db684f3e8411e21594b7ae940458adab5085bd4ecaa7a163e9a7dfc0836ce27af86e57a,2025/3/3 11:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,$500 OR LESS,2025-03-03T11:15:00.000,NOT APPLICABLE,NOT APPLICABLE,5927,W,HIRSCH ST,2531,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,11,2,3,41.90553352,-87.7742045,POINT (-87.774204499099 41.905533520333),30
995910732bc8a84f292872db778a71369fd5217f1f159935c1a080ed7da6858e484cd277474fd4c7ac9d4f2ccf9ff7d589fdb4453a0265ba1b1acb97e88e4fc6,2025/3/3 10:56,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-03-03T11:26:00.000,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,5300,S,ASHLAND AVE,932,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,10,2,3,41.79758,-87.66482482,POINT (-87.664824818501 41.797579996037),30
00614a85ad329c03e6d8c8c523b4837d4693bb15f8e520969dcefca38cacdc35f81086c1db9139544f2a111c3e49a56c6c96cca29b9e736697c93eca8ee12536,2025/3/3 10:50,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,STRAIGHT ON GRADE,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,$500 OR LESS,2025-03-03T11:25:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6249,S,KILBOURN AVE,813,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,2,3,41.77889237,-87.73483023,POINT (-87.73483022588 41.778892371347),20
884b35a43faf632e0a055df45521058ece4c132614d5a812ed1afc7d2a52c7873a5257b42e76d6937dee508107bb734fc260528a2e489b3bc248bcbf6e1827bf,2025/3/3 10:50,40,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,"OVER $1,500",2025-03-03T11:20:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3700,N,LAKE SHORE DR,1925,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,2,3,41.95049927,-87.64474905,POINT (-87.644749051362 41.950499269971),40
